Admin2,Date,Case,Country/Region,Province/State
Gates,2021-07-19,754,US,North Carolina
Essex,2022-04-01,5660,US,New York
Tehama,2020-05-05,1,US,California
Venango,2020-07-17,51,US,Pennsylvania
Jim Hogg,2021-09-12,934,US,Texas
Out of WI,2020-03-20,0,US,Wisconsin
Bandera,2020-05-18,6,US,Texas
Washington,2021-10-04,7843,US,Louisiana
Franklin,2021-01-04,925,US,Iowa
Gilpin,2021-04-11,203,US,Colorado
Pine,2021-06-15,3350,US,Minnesota
San Benito,2020-09-12,1206,US,California
Winnebago,2020-06-02,270,US,Wisconsin
Washington,2020-08-09,632,US,Oklahoma
Dukes and Nantucket,2020-02-02,0,US,Massachusetts
Issaquena,2022-02-26,260,US,Mississippi
Payne,2020-08-27,1001,US,Oklahoma
Ocean,2021-01-20,45392,US,New Jersey
Muskegon,2020-03-27,6,US,Michigan
Marshall,2021-11-12,18699,US,Alabama
Cherokee,2021-03-31,2414,US,Kansas
Johnson,2020-10-02,11800,US,Kansas
Allen,2020-11-28,19005,US,Indiana
Logan,2022-04-13,8343,US,Kentucky
Boone,2021-12-17,27377,US,Missouri
Greer,2020-05-31,66,US,Oklahoma
Lyon,2021-07-28,3658,US,Minnesota
Chesapeake,2020-08-12,3008,US,Virginia
Beckham,2021-05-07,2895,US,Oklahoma
Laurens,2022-01-23,12426,US,Georgia
Corozal,2021-11-09,1961,US,Puerto Rico
Boise,2021-12-19,832,US,Idaho
Clarion,2022-02-08,7995,US,Pennsylvania
Bottineau,2020-07-12,6,US,North Dakota
DeKalb,2020-03-21,0,US,Missouri
Clackamas,2021-08-22,22229,US,Oregon
Rockingham,2020-10-01,1323,US,North Carolina
Clarke,2021-03-22,863,US,Virginia
St. Clair,2021-05-17,786,US,Missouri
Houston,2020-03-29,15,US,Georgia
Jasper,2022-02-24,5854,US,South Carolina
Yukon-Koyukuk,2022-02-17,1281,US,Alaska
Jasper,2021-08-10,3206,US,Texas
Cherokee,2020-07-04,39,US,Kansas
Johnson,2020-09-10,130,US,Kentucky
Becker,2021-04-28,3683,US,Minnesota
Apache,2022-04-13,22306,US,Arizona
Edmonson,2022-04-10,2551,US,Kentucky
Labette,2021-09-26,3427,US,Kansas
Custer,2021-06-09,876,US,South Dakota
Duchesne,2020-06-08,0,US,Utah
Graham,2022-03-30,566,US,Kansas
Genesee,2021-12-17,68584,US,Michigan
Macon,2021-08-29,4449,US,Tennessee
Unassigned,2022-01-24,7,US,Kentucky
Sonoma,2020-08-16,4345,US,California
Edgefield,2022-03-21,6732,US,South Carolina
Portage,2020-05-09,7,US,Wisconsin
Carteret,2020-08-12,374,US,North Carolina
Schleicher,2020-06-08,0,US,Texas
Kosciusko,2020-04-26,29,US,Indiana
Bristol,2020-09-29,10074,US,Massachusetts
Routt,2021-09-26,3031,US,Colorado
Holt,2021-12-25,787,US,Missouri
Carter,2021-03-13,6017,US,Tennessee
Wood,2021-02-21,6944,US,West Virginia
Skagit,2021-07-04,6055,US,Washington
Geauga,2020-10-03,749,US,Ohio
Dallas,2021-08-03,11506,US,Iowa
Acadia,2022-04-06,15021,US,Louisiana
Lee,2021-03-05,3544,US,Iowa
Freeborn,2020-02-29,0,US,Minnesota
Oldham,2020-12-05,119,US,Texas
Searcy,2020-05-27,7,US,Arkansas
New Haven,2020-05-23,10847,US,Connecticut
Miller,2020-03-01,0,US,Georgia
Sanders,2021-09-19,949,US,Montana
Vernon,2020-07-06,27,US,Missouri
Osborne,2021-05-29,290,US,Kansas
Broadwater,2021-10-16,789,US,Montana
Garden,2020-09-10,9,US,Nebraska
Piscataquis,2022-04-02,2967,US,Maine
Owen,2020-04-25,0,US,Kentucky
Benzie,2020-02-27,0,US,Michigan
Bullitt,2020-04-10,14,US,Kentucky
Michigan Department of Corrections (MDOC),2021-09-30,26895,US,Michigan
Adams,2021-07-10,61318,US,Colorado
Edmonson,2020-05-31,56,US,Kentucky
Monroe,2021-07-21,15505,US,Michigan
Scott,2021-09-22,19922,US,Minnesota
Pontotoc,2020-05-11,23,US,Mississippi
Warren,2021-02-09,2119,US,Virginia
Las Piedras,2021-03-19,1143,US,Puerto Rico
Union,2022-03-04,9447,US,Mississippi
McLean,2020-05-02,99,US,Illinois
Clark,2020-03-05,0,US,Kansas
Traverse,2020-06-14,5,US,Minnesota
Teton,2022-04-02,1270,US,Montana
Camden,2021-10-08,1067,US,North Carolina
Vernon,2020-08-06,739,US,Louisiana
Lewis,2021-09-24,3243,US,New York
Unassigned,2021-01-06,809,US,Iowa
Muscatine,2021-03-18,4337,US,Iowa
Logan,2021-05-25,82,US,Nebraska
Milwaukee,2021-07-02,117908,US,Wisconsin
Marion,2020-11-01,1152,US,Iowa
Out of KS,2021-12-08,0,US,Kansas
Tangipahoa,2020-11-06,5116,US,Louisiana
Fremont,2021-05-30,1136,US,Idaho
Grayson,2021-05-28,1489,US,Virginia
Red River,2021-12-15,1522,US,Texas
Vernon,2022-02-05,9176,US,Louisiana
Cape May,2021-11-24,13074,US,New Jersey
Greene,2020-07-22,13,US,Illinois
Caddo,2020-12-03,14090,US,Louisiana
Putnam,2021-09-06,4987,US,Indiana
Out of HI,2020-11-29,213,US,Hawaii
St. Lucie,2022-03-30,74155,US,Florida
Fayette,2020-03-27,9,US,Pennsylvania
Wheeler,2021-03-24,25,US,Oregon
Summit,2020-06-09,440,US,Utah
Washington,2020-12-05,16616,US,Arkansas
TriCounty,2020-09-14,226,US,Utah
Burt,2020-02-23,0,US,Nebraska
Norfolk,2020-12-23,8150,US,Virginia
Knox,2021-03-05,46860,US,Tennessee
Livingston,2020-07-17,28,US,Missouri
Elk,2020-07-26,1,US,Kansas
Tioga,2020-08-01,188,US,New York
Sherman,2020-08-08,45,US,Texas
Roosevelt,2022-03-08,4969,US,New Mexico
Somerset,2020-11-14,8589,US,New Jersey
Bergen,2020-04-22,13686,US,New Jersey
Jennings,2021-08-08,2478,US,Indiana
Walton,2021-06-05,10690,US,Georgia
Stewart,2021-02-14,1215,US,Tennessee
Kewaunee,2021-06-15,2726,US,Wisconsin
Hernando,2022-01-05,30211,US,Florida
Nemaha,2021-12-23,2420,US,Kansas
Clay,2021-02-04,1758,US,South Dakota
Calumet,2021-11-06,8678,US,Wisconsin
Lincoln,2021-07-18,1666,US,Montana
Middlesex,2021-10-06,103993,US,New Jersey
Fisher,2022-03-03,604,US,Texas
Crawford,2020-07-30,708,US,Iowa
Floyd,2020-12-24,654,US,Texas
Washington,2022-01-30,4106,US,Georgia
Taylor,2020-08-11,1630,US,Texas
Will,2021-04-21,72209,US,Illinois
McDonough,2020-06-17,100,US,Illinois
Greene,2021-02-09,828,US,Alabama
Guadalupe,2021-08-26,19971,US,Texas
Guernsey,2021-06-08,3234,US,Ohio
Des Moines,2021-12-07,7153,US,Iowa
Clinton,2022-03-06,16389,US,New York
Scott,2020-04-04,7,US,Missouri
Out of PR,2021-03-30,244,US,Puerto Rico
San Augustine,2021-09-06,607,US,Texas
Greene,2021-05-13,3218,US,Pennsylvania
Stonewall,2021-04-11,155,US,Texas
St. Mary,2022-03-14,11912,US,Louisiana
Sabine,2021-01-13,624,US,Texas
Culebra,2020-03-23,0,US,Puerto Rico
King William,2021-02-01,722,US,Virginia
Sawyer,2021-04-26,1687,US,Wisconsin
Sandoval,2020-02-26,0,US,New Mexico
Bonner,2022-02-17,8304,US,Idaho
Pemiscot,2022-04-02,3006,US,Missouri
Tyler,2020-03-05,0,US,West Virginia
Jackson,2021-01-28,4330,US,Indiana
Wilson,2021-05-29,1018,US,Kansas
Wayne,2021-02-12,1919,US,Kentucky
Oxford,2020-07-22,48,US,Maine
Jefferson,2020-03-09,1,US,Colorado
Macon,2020-02-25,0,US,Georgia
Cherokee,2021-12-09,3892,US,Kansas
Boone,2021-07-29,14797,US,Kentucky
Stanly,2021-12-18,12653,US,North Carolina
Manassas Park,2021-04-27,1195,US,Virginia
Lee,2020-02-15,0,US,Virginia
Deuel,2021-12-09,244,US,Nebraska
Escambia,2020-11-25,1974,US,Alabama
Ellis,2020-04-23,50,US,Texas
Saginaw,2022-01-30,46014,US,Michigan
Hettinger,2021-12-05,549,US,North Dakota
Unassigned,2022-03-01,3576,US,Utah
Pinellas,2022-04-14,211065,US,Florida
Hawkins,2020-07-24,190,US,Tennessee
Washakie,2021-05-28,922,US,Wyoming
Unassigned,2020-08-30,154,US,Minnesota
Fremont,2020-04-13,0,US,Iowa
Yoakum,2022-03-29,1182,US,Texas
Tama,2020-10-24,937,US,Iowa
Bradford,2020-03-07,0,US,Florida
Lafayette,2021-08-30,34858,US,Louisiana
Yell,2020-04-18,2,US,Arkansas
Harrison,2022-04-03,3219,US,Ohio
Cabarrus,2020-07-11,1657,US,North Carolina
Red River,2021-05-11,874,US,Louisiana
Mills,2020-09-02,32,US,Texas
Custer,2020-02-15,0,US,South Dakota
Floyd,2021-02-17,2944,US,Kentucky
Autauga,2022-02-04,14970,US,Alabama
Berkeley,2020-04-28,141,US,West Virginia
Sussex,2020-03-27,37,US,Delaware
Marion,2020-09-19,626,US,Missouri
Crawford,2021-11-07,3441,US,Iowa
Wayne,2021-05-02,1032,US,Missouri
Unassigned,2021-11-10,0,US,Pennsylvania
Grady,2021-09-16,3270,US,Georgia
Benzie,2020-02-18,0,US,Michigan
San Bernardino,2021-06-09,302251,US,California
Garfield,2020-08-23,750,US,Oklahoma
Winchester,2021-04-07,2718,US,Virginia
Grundy,2021-04-15,1009,US,Missouri
Norman,2021-08-05,554,US,Minnesota
Napa,2021-01-21,7806,US,California
Screven,2021-06-22,1015,US,Georgia
Sequoyah,2020-08-08,333,US,Oklahoma
Comanche,2021-04-18,1580,US,Texas
Callaway,2021-10-06,7240,US,Missouri
Taylor,2020-11-14,685,US,Kentucky
Clarendon,2021-11-24,5167,US,South Carolina
Taliaferro,2020-11-21,37,US,Georgia
Spink,2020-09-17,92,US,South Dakota
Ritchie,2021-08-08,782,US,West Virginia
Whiteside,2020-07-22,246,US,Illinois
Fauquier,2022-01-25,11803,US,Virginia
Izard,2021-11-09,2558,US,Arkansas
Rush,2022-02-10,796,US,Kansas
Lincoln,2020-12-10,514,US,West Virginia
St. Croix,2021-06-17,9806,US,Wisconsin
Prairie,2021-01-07,126,US,Montana
Seneca,2020-03-22,0,US,New York
Lee,2020-04-23,66,US,Mississippi
Scott,2022-01-20,33907,US,Minnesota
Unassigned,2021-01-16,0,US,Alabama
Trempealeau,2020-05-30,25,US,Wisconsin
Tazewell,2020-03-07,0,US,Virginia
Campbell,2021-05-28,8642,US,Kentucky
Todd,2020-08-01,66,US,South Dakota
Out of WI,2021-10-01,0,US,Wisconsin
Barber,2021-08-08,392,US,Kansas
Henry,2020-11-24,1766,US,Virginia
Union,2021-01-20,16646,US,North Carolina
Jasper,2020-09-21,210,US,Georgia
Out of SC,2020-03-07,0,US,South Carolina
Shelby,2021-12-20,4249,US,Illinois
Williamsburg,2020-06-17,302,US,South Carolina
Vance,2020-03-16,0,US,North Carolina
Summit,2021-04-28,5487,US,Utah
Fulton,2020-10-31,31655,US,Georgia
Leslie,2021-04-07,871,US,Kentucky
Athens,2022-03-09,14381,US,Ohio
Smith,2021-06-22,16394,US,Texas
Covington,2020-03-02,0,US,Alabama
Chase,2021-08-13,293,US,Kansas
Galveston,2020-08-01,7263,US,Texas
Sanborn,2020-03-28,0,US,South Dakota
Shelby,2021-10-30,7080,US,Kentucky
St. Joseph,2020-03-26,0,US,Michigan
Henry,2021-01-22,1595,US,Missouri
Huron,2020-02-01,0,US,Michigan
Freestone,2020-12-18,923,US,Texas
Catahoula,2020-09-13,419,US,Louisiana
Marion,2022-03-02,7497,US,Iowa
Latah,2020-12-17,2032,US,Idaho
Wrangell,2021-09-09,130,US,Alaska
Washington,2020-11-09,912,US,Iowa
Albany,2020-02-03,0,US,Wyoming
Lee,2020-09-05,13,US,Kentucky
Grant,2020-10-05,70,US,Minnesota
Sheridan,2021-07-03,437,US,Kansas
Lavaca,2021-02-28,2253,US,Texas
Edwards,2020-04-14,0,US,Texas
Clay,2020-08-06,3110,US,Florida
Hamilton,2022-01-08,704,US,New York
Lake,2021-09-09,563,US,Oregon
Lawrence,2020-07-28,306,US,Pennsylvania
Walworth,2020-06-23,7,US,South Dakota
McNairy,2022-01-18,5884,US,Tennessee
Out of NE,2022-03-10,0,US,Nebraska
Grady,2022-03-02,5679,US,Georgia
Dawson,2020-10-25,211,US,Montana
Chesterfield,2020-11-27,9101,US,Virginia
Out of MI,2022-01-27,5784,US,Michigan
Gordon,2020-06-22,298,US,Georgia
Abbeville,2022-04-04,6629,US,South Carolina
McNairy,2020-10-10,1006,US,Tennessee
Crook,2020-01-27,0,US,Wyoming
Out of ME,2020-08-11,0,US,Maine
Pawnee,2020-04-15,27,US,Oklahoma
Crisp,2021-01-11,1513,US,Georgia
Hale,2020-09-04,575,US,Alabama
Ontario,2020-12-23,2701,US,New York
Liberty,2020-08-30,5,US,Montana
Calhoun,2020-09-30,195,US,Iowa
Marshall,2020-09-23,50,US,Minnesota
Harrison,2021-01-15,849,US,Ohio
Graham,2020-10-01,177,US,North Carolina
Wheatland,2021-01-25,155,US,Montana
Clearwater,2022-01-10,1717,US,Minnesota
St. Helena,2022-03-30,1836,US,Louisiana
Navarro,2020-08-15,1178,US,Texas
Clark,2020-11-29,115190,US,Nevada
Adams,2020-04-15,62,US,Nebraska
Coconino,2020-04-02,114,US,Arizona
Love,2021-10-08,1949,US,Oklahoma
Bear Lake,2020-04-22,0,US,Idaho
Scott,2021-02-28,13241,US,Minnesota
Skamania,2022-03-20,1484,US,Washington
Dare,2020-07-01,59,US,North Carolina
Goochland,2020-02-26,0,US,Virginia
Corson,2020-08-14,41,US,South Dakota
Eagle,2020-07-30,1006,US,Colorado
Calvert,2022-01-12,9099,US,Maryland
Putnam,2022-02-19,17391,US,Florida
Sangamon,2020-08-02,1013,US,Illinois
Jasper,2021-02-28,2634,US,Texas
Out of ID,2021-10-01,0,US,Idaho
Seminole,2020-03-12,0,US,Georgia
Guadalupe,2022-03-19,37804,US,Texas
Fajardo,2020-07-16,18,US,Puerto Rico
Kanawha,2020-10-05,2910,US,West Virginia
Addison,2021-12-01,1881,US,Vermont
Santa Rosa,2021-09-26,31705,US,Florida
Ascension,2020-12-27,7499,US,Louisiana
Martin,2020-05-27,1,US,Texas
Alcona,2021-10-21,1067,US,Michigan
Frederick,2021-08-06,20274,US,Maryland
Wibaux,2021-06-18,121,US,Montana
Archer,2020-11-29,303,US,Texas
Summit,2021-03-03,5021,US,Utah
Silver Bow,2020-06-29,14,US,Montana
Curry,2021-08-21,5882,US,New Mexico
Teton,2020-01-24,0,US,Idaho
Grant,2020-04-01,0,US,South Dakota
Edwards,2021-07-04,267,US,Kansas
Barbour,2022-01-29,5224,US,Alabama
Poinsett,2020-10-04,711,US,Arkansas
Sioux,2021-03-24,36,US,Nebraska
Jeff Davis,2020-03-22,0,US,Texas
Montour,2020-08-13,105,US,Pennsylvania
Lincoln,2020-11-24,339,US,Idaho
Lewis,2021-07-20,1316,US,West Virginia
Out of OK,2021-05-23,0,US,Oklahoma
Le Flore,2020-07-14,63,US,Oklahoma
Adams,2020-09-24,28,US,Idaho
Richland,2020-12-20,1178,US,Illinois
Roosevelt,2020-11-01,493,US,New Mexico
Baldwin,2021-07-10,4594,US,Georgia
Humboldt,2022-01-11,2736,US,Nevada
Grady,2021-12-31,9044,US,Oklahoma
Carroll,2021-01-18,8777,US,Georgia
Cedar,2022-01-16,2348,US,Missouri
Deschutes,2020-09-27,840,US,Oregon
St. Tammany,2021-08-10,34414,US,Louisiana
Rusk,2020-09-10,31,US,Wisconsin
Lehigh,2021-04-30,38309,US,Pennsylvania
Miami,2020-09-15,418,US,Indiana
Esmeralda,2022-03-07,90,US,Nevada
Floyd,2020-04-12,1,US,Texas
Unassigned,2020-02-05,0,US,Nevada
Brown,2020-12-18,26276,US,Wisconsin
Guaynabo,2021-08-30,5289,US,Puerto Rico
Granite,2021-10-03,304,US,Montana
Hood,2021-12-11,9845,US,Texas
Fergus,2021-11-29,1842,US,Montana
Weber-Morgan,2020-04-24,140,US,Utah
Marshall,2021-10-01,1391,US,Kansas
Patillas,2020-11-16,79,US,Puerto Rico
Scott,2021-05-08,2656,US,Indiana
Chippewa,2022-01-31,17776,US,Wisconsin
Hawkins,2021-11-19,10597,US,Tennessee
Kent,2021-02-06,1062,US,Maryland
Colleton,2020-08-29,889,US,South Carolina
Parmer,2022-02-09,2177,US,Texas
Dubuque,2020-03-03,0,US,Iowa
Anderson,2020-03-01,0,US,Tennessee
Paulding,2020-09-20,2716,US,Georgia
Fall River,2021-12-31,1289,US,South Dakota
Scott,2020-04-10,1,US,Arkansas
Manistee,2020-10-24,128,US,Michigan
Vanderburgh,2020-02-27,0,US,Indiana
Southampton,2022-04-11,3341,US,Virginia
Dunn,2022-02-07,12862,US,Wisconsin
Lewis,2020-10-28,295,US,Kentucky
Garfield,2021-12-17,162,US,Montana
Wibaux,2021-09-23,144,US,Montana
Upshur,2021-08-28,2549,US,West Virginia
DeSoto,2020-09-08,1526,US,Florida
Overton,2020-07-15,106,US,Tennessee
Moore,2020-08-27,1237,US,Texas
Lyon,2022-01-12,5937,US,Minnesota
Lincoln,2022-01-01,448,US,Kansas
Waupaca,2020-01-25,0,US,Wisconsin
Noxubee,2020-12-21,860,US,Mississippi
Storey,2022-04-01,127,US,Nevada
York,2020-02-05,0,US,South Carolina
Bell,2020-11-11,6635,US,Texas
Valley,2020-10-01,45,US,Nebraska
Baker,2022-04-10,535,US,Georgia
Stafford,2020-05-31,713,US,Virginia
Outagamie,2021-08-15,24573,US,Wisconsin
Utah,2021-03-22,92229,US,Utah
Pacific,2020-11-19,194,US,Washington
Barton,2020-04-13,0,US,Missouri
Lamb,2020-02-24,0,US,Texas
Ottawa,2020-12-04,1864,US,Oklahoma
Jayuya,2021-01-03,147,US,Puerto Rico
Newton,2020-06-06,1,US,Texas
Modoc,2021-01-13,358,US,California
Clearwater,2020-10-20,84,US,Minnesota
Benton,2020-06-12,1306,US,Arkansas
Yellow Medicine,2020-11-08,395,US,Minnesota
Coles,2021-08-14,6141,US,Illinois
Edmonson,2021-01-21,649,US,Kentucky
Taney,2021-10-14,8920,US,Missouri
Skamania,2021-05-20,354,US,Washington
Lassen,2020-12-27,4418,US,California
Grant,2020-11-12,570,US,Kansas
Russell,2020-04-18,2,US,Virginia
Ozaukee,2020-02-04,0,US,Wisconsin
Schoharie,2020-08-11,69,US,New York
Brookings,2021-02-07,3475,US,South Dakota
Conway,2022-03-27,5454,US,Arkansas
Bear Lake,2021-03-23,365,US,Idaho
Habersham,2020-06-02,530,US,Georgia
Tom Green,2020-10-18,2480,US,Texas
Logan,2020-09-09,13,US,North Dakota
Choctaw,2021-10-03,777,US,Alabama
Isabela,2021-09-16,2187,US,Puerto Rico
Bear River,2021-01-29,18457,US,Utah
Union,2021-06-01,3168,US,South Carolina
Cochise,2022-03-15,31110,US,Arizona
Perry,2021-06-10,1073,US,Tennessee
Fannin,2021-01-27,2902,US,Texas
DeKalb,2021-05-29,8896,US,Alabama
Jefferson,2021-11-01,115628,US,Alabama
Texas,2021-11-13,3086,US,Missouri
Sioux,2021-04-09,639,US,North Dakota
Bristol Bay plus Lake and Peninsula,2021-01-23,170,US,Alaska
Allegan,2021-12-06,18780,US,Michigan
Coryell,2021-08-26,10067,US,Texas
Cleveland,2021-10-07,17619,US,North Carolina
Plaquemines,2020-03-28,19,US,Louisiana
Duplin,2020-08-28,2231,US,North Carolina
Larimer,2020-11-08,5425,US,Colorado
Sussex,2020-05-19,98,US,Virginia
Gila,2021-03-07,6418,US,Arizona
Vermilion,2021-10-09,10051,US,Louisiana
Kingman,2021-04-23,751,US,Kansas
Newton,2021-12-23,1989,US,Indiana
Washington,2022-01-13,2886,US,Maine
Williams,2020-11-24,3291,US,North Dakota
Hancock,2021-10-24,1390,US,Kentucky
Johnson,2020-06-05,164,US,Texas
Hancock,2020-07-08,18,US,Maine
Stanly,2021-01-03,4529,US,North Carolina
Unassigned,2020-06-11,13,US,Delaware
Roseau,2020-06-08,5,US,Minnesota
Unassigned,2021-11-13,0,US,Missouri
Marion,2020-05-16,101,US,Alabama
Washington,2021-06-29,16924,US,Wisconsin
Juana Diaz,2020-02-21,0,US,Puerto Rico
Todd,2021-12-09,1868,US,South Dakota
Zapata,2021-11-07,2445,US,Texas
Hodgeman,2020-04-05,0,US,Kansas
Out of PR,2021-07-29,324,US,Puerto Rico
York,2020-11-15,1777,US,Maine
Montgomery,2020-04-17,2747,US,Pennsylvania
Fountain,2022-03-13,5369,US,Indiana
Martin,2021-02-21,2036,US,North Carolina
Trego,2020-04-21,0,US,Kansas
Price,2020-04-09,0,US,Wisconsin
Osborne,2021-04-26,289,US,Kansas
Texas,2021-09-22,2870,US,Missouri
Tyrrell,2022-02-22,964,US,North Carolina
Sedgwick,2020-10-14,16,US,Colorado
Traill,2021-06-20,1050,US,North Dakota
Saline,2021-08-04,14857,US,Arkansas
Out of SD,2021-08-19,0,US,South Dakota
Pitkin,2021-07-07,2624,US,Colorado
Muhlenberg,2022-02-27,10025,US,Kentucky
Scott,2021-04-17,580,US,Kansas
Archuleta,2020-11-14,94,US,Colorado
Out of TN,2022-01-27,44515,US,Tennessee
Etowah,2021-12-17,20212,US,Alabama
Lincoln,2020-12-26,184,US,Kansas
Bristol,2020-03-27,305,US,Massachusetts
Madison,2022-04-09,3147,US,Iowa
Wheeler,2020-08-08,0,US,Nebraska
Greene,2021-02-02,2377,US,New York
Park,2022-02-26,2732,US,Colorado
Trinity,2020-07-20,109,US,Texas
Dewey,2021-09-25,1692,US,South Dakota
Gray,2021-08-09,644,US,Kansas
Cedar,2022-03-08,2904,US,Missouri
Guaynabo,2021-03-04,3342,US,Puerto Rico
Colonial Heights,2021-10-29,2597,US,Virginia
Union,2020-11-09,172,US,Indiana
Lawrence,2022-03-02,5472,US,Illinois
Charlevoix,2021-04-14,1394,US,Michigan
Polk,2021-01-05,1233,US,Tennessee
Columbiana,2020-03-24,3,US,Ohio
Pennington,2022-01-02,2669,US,Minnesota
Orange,2020-08-23,34662,US,Florida
San Augustine,2021-08-31,596,US,Texas
Columbia,2021-02-11,7440,US,Florida
,2021-08-20,5594,US,Virgin Islands
Grant,2020-11-12,271,US,New Mexico
Uintah,2020-04-03,1,US,Utah
Pope,2020-07-10,1,US,Illinois
Out of ND,2021-12-07,0,US,North Dakota
Hamlin,2022-01-17,1303,US,South Dakota
Ralls,2020-09-16,137,US,Missouri
Ozark,2021-03-20,673,US,Missouri
Camden,2022-01-06,7260,US,Missouri
Missaukee,2020-10-07,69,US,Michigan
Cibola,2020-07-08,243,US,New Mexico
Brooks,2022-02-17,1565,US,Texas
Pickens,2020-11-16,5423,US,South Carolina
Minnehaha,2021-09-14,34282,US,South Dakota
Brantley,2020-07-17,166,US,Georgia
Deuel,2021-10-14,639,US,South Dakota
Shackelford,2022-01-17,591,US,Texas
Allendale,2021-12-04,1362,US,South Carolina
Bailey,2020-04-17,0,US,Texas
Grays Harbor,2022-01-08,10871,US,Washington
Kane,2020-08-04,9336,US,Illinois
Audubon,2020-11-15,253,US,Iowa
Rowan,2020-06-16,940,US,North Carolina
Boone,2021-03-15,3698,US,Arkansas
Todd,2022-03-16,2961,US,South Dakota
Roberts,2021-02-26,1174,US,South Dakota
Claiborne,2022-02-10,2113,US,Mississippi
Yabucoa,2021-10-09,1343,US,Puerto Rico
Sumter,2020-03-11,0,US,Georgia
Arlington,2021-07-17,15372,US,Virginia
Jefferson,2021-02-08,2835,US,Indiana
Calhoun,2020-07-15,663,US,Alabama
Comerio,2021-07-28,729,US,Puerto Rico
Clark,2021-01-21,329,US,South Dakota
Orange,2021-01-04,1314,US,Indiana
Pocahontas,2020-08-18,122,US,Iowa
Lincoln,2021-02-19,4065,US,Tennessee
Wyandot,2020-07-16,70,US,Ohio
Haralson,2020-12-04,1397,US,Georgia
Barber,2021-03-15,368,US,Kansas
Crowley,2021-02-14,1932,US,Colorado
Archuleta,2020-12-09,374,US,Colorado
Mathews,2022-03-05,1415,US,Virginia
Powhatan,2022-03-05,4841,US,Virginia
Warren,2021-07-31,569,US,Georgia
Mohave,2021-08-22,27447,US,Arizona
Brown,2020-10-18,128,US,Indiana
Crittenden,2020-09-28,121,US,Kentucky
Hanover,2021-02-18,6434,US,Virginia
Bremer,2020-11-13,1401,US,Iowa
Franklin,2022-01-14,3197,US,Arkansas
Trimble,2020-05-23,5,US,Kentucky
Logan,2021-04-06,3515,US,Illinois
Dodge,2021-11-04,16355,US,Wisconsin
York,2020-02-12,0,US,Virginia
Owyhee,2021-10-16,1558,US,Idaho
Marion,2022-04-02,68793,US,Oregon
Lafayette,2021-01-12,1471,US,Florida
Worcester,2021-04-22,74267,US,Massachusetts
Grant,2022-01-26,1935,US,South Dakota
Ottawa,2021-10-01,5856,US,Oklahoma
Lyman,2022-03-02,1203,US,South Dakota
Hamilton,2021-11-23,111034,US,Ohio
Crook,2021-03-30,809,US,Oregon
Unassigned,2020-02-08,0,US,Oregon
Chowan,2021-07-26,1534,US,North Carolina
Alfalfa,2020-07-11,1,US,Oklahoma
Manatee,2021-06-08,40015,US,Florida
Hopewell,2020-12-17,741,US,Virginia
Moore,2021-07-04,3332,US,Texas
Sherman,2021-05-19,641,US,Kansas
Mineral,2020-08-29,12,US,Nevada
Wilkes,2020-01-28,0,US,North Carolina
St. James,2020-08-20,743,US,Louisiana
Cooke,2021-06-23,3968,US,Texas
Rankin,2020-04-01,48,US,Mississippi
Mercer,2020-01-31,0,US,North Dakota
Anoka,2022-03-07,97599,US,Minnesota
Humacao,2020-01-23,0,US,Puerto Rico
Out of LA,2020-06-15,0,US,Louisiana
Unassigned,2021-08-07,13011,US,Rhode Island
Peach,2020-07-07,126,US,Georgia
Ozaukee,2020-10-02,1425,US,Wisconsin
Jefferson,2020-06-26,24,US,Kansas
Boone,2020-08-08,8,US,Nebraska
Jackson,2020-02-24,0,US,Indiana
Montgomery,2021-09-11,1365,US,Georgia
Holmes,2020-05-12,224,US,Mississippi
Ector,2021-03-31,16468,US,Texas
McCone,2021-09-17,209,US,Montana
Unassigned,2020-10-29,0,US,North Dakota
St. Croix,2021-12-29,17923,US,Wisconsin
